"county_name" "state" "confirmed_cases" "deaths" "total_pop" "white_pop" "black_pop" "asian_pop" "amerindian_pop" "hispanic_pop" "median_income" "households_public_asst_or_food_stamps" "children_in_single_female_hh" "employed_pop" "unemployed_pop" "pop_determined_poverty_status" "not_us_citizen_pop" "two_parent_families_with_young_children" "poverty" "income_under_40" "income_over_40_under_100" "income_over_100" "income_200000_or_more" "commuters_in_groups" "local_commuters" "out_of_town_commuters" "cases_per_1000" "deaths_per_1000" "death_per_case" "k12_students" "children" "some_college_and_associates_degree" "associates_degree" "bachelors_degree" "masters_degree"
"2251" "Lincoln County" "OR" 1001 17 47307 39216 204 555 1348 4188 43291 4885 2235 18891 1303 46705 1473 1509 8578 9678 8132 2427 437 2650 13765 1515 21.1596592470459 0.359354852347433 0.016983016983017 5311 8158 13289 3111 5269 2388
"2252" "Tillamook County" "OR" 367 2 25840 21883 75 171 146 2663 45061 1993 1227 10070 581 25123 945 999 3894 4556 4423 1247 228 1102 7698 875 14.202786377709 0.0773993808049536 0.00544959128065395 3240 4929 7016 1469 2397 1136
"2253" "Douglas County" "OR" 1692 43 107576 95104 450 982 1031 5899 44023 10014 5198 40971 4008 106131 1381 3709 18075 20386 18470 4921 1051 3970 32092 3015 15.7284152599093 0.399717409087529 0.0254137115839243 14310 21009 31759 7854 8276 3769
"2254" "Benton County" "OR" 1720 14 88249 71745 870 5808 416 6307 54682 4330 2009 41703 3006 82881 6273 3789 17119 13370 12619 6704 2082 4109 33154 3429 19.4903058391596 0.15864202427223 0.00813953488372093 10099 14764 14824 4201 15512 8324
"2255" "Morrow County" "OR" 942 10 11153 6768 29 67 81 3912 54386 616 573 4795 241 11102 1381 670 1635 1364 1931 585 56 704 3402 562 84.4615798439882 0.896619743566753 0.0106157112526539 2268 3075 2246 616 544 136
"2256" "Union County" "OR" 1118 16 25810 23058 198 246 210 1182 46228 2149 1446 11256 788 25020 687 1030 4365 4371 4214 1295 411 1099 8536 788 43.3165439752034 0.619914761720263 0.0143112701252236 4036 5733 6040 1480 2789 863
"2257" "Hood River County" "OR" 955 21 22938 14736 27 429 133 7136 57269 1109 1045 11263 606 22687 2829 1160 2756 2642 3875 1615 411 1249 8269 705 41.6339698317203 0.915511378498561 0.0219895287958115 3610 5663 4143 952 2864 1284
"2258" "Malheur County" "OR" 3135 52 30421 18782 268 478 223 10078 37112 3140 2180 10824 1018 26832 2191 1227 6761 5331 3867 888 176 1231 8061 1032 103.053811511785 1.70934551789882 0.0165869218500797 4991 7731 7353 1686 1796 612
"2259" "Multnomah County" "OR" 28586 459 788459 556207 41979 55096 4667 88966 60369 62305 36550 416325 30245 773432 60827 37249 126836 107872 121736 66516 22049 89486 314666 56800 36.2555313592717 0.582148215696694 0.0160568110263765 98406 154230 168597 42480 150503 67046
"2260" "Klamath County" "OR" 2453 38 66018 51971 495 637 2102 8126 42531 7312 3205 26034 2593 65154 2049 2683 12202 12872 10678 3069 552 2484 21092 1325 37.1565330667394 0.575600593777455 0.0154912352221769 9498 14308 17434 4933 5540 2321
"2261" "Clackamas County" "OR" 11760 138 399962 330964 3538 16259 2203 33558 72408 19195 14699 197975 11767 396605 13860 20259 35549 39381 62171 39431 12839 24281 137082 36312 29.4027932653602 0.345032778113921 0.011734693877551 60813 88417 100877 26416 63746 24826
"2262" "Lane County" "OR" 8418 110 363471 300329 3696 9171 3020 30653 47710 31528 15778 167083 13820 356017 12895 13812 66941 63312 59376 21434 4630 21646 137240 10476 23.1600320245632 0.302637624459723 0.0130672368733666 47225 68950 94039 22579 43756 19662
"2263" "Washington County" "OR" 18808 173 572071 383804 10636 55703 1660 94012 74033 25920 23180 292979 17238 566376 54942 33675 58214 54459 84534 57175 16610 51421 225069 38947 32.8770379900397 0.302410015540029 0.00919821352615908 91219 137113 119493 33754 103494 42910
"2264" "Cameron County" "PA" 216 6 4754 4590 51 21 10 39 40402 318 250 2127 91 4694 52 79 674 1089 847 233 27 234 1441 211 45.4354228018511 1.2620950778292 0.0277777777777778 581 849 933 304 391 121
"2265" "Fulton County" "PA" 940 12 14631 14087 214 21 37 174 50007 816 559 6609 458 14537 31 561 1665 2339 2731 777 100 985 3780 2109 64.2471464698244 0.820176337912651 0.0127659574468085 2146 3075 2247 728 823 476
"2266" "Sullivan County" "PA" 223 7 6192 5762 152 28 32 110 45519 325 112 2612 252 5986 70 134 783 1161 1052 397 38 285 1515 657 36.0142118863049 1.13049095607235 0.031390134529148 594 740 1148 349 497 236
"2267" "Potter County" "PA" 774 17 17070 16512 63 56 35 211 41406 899 742 6745 488 16815 47 600 2415 3151 2630 667 88 694 4712 903 45.3427065026362 0.995899238429994 0.0219638242894057 2541 3601 3076 990 1125 575
"2268" "Armstrong County" "PA" 4331 90 66737 64902 637 160 8 472 47527 4537 3063 29713 2192 66006 158 2411 8577 12068 11463 4180 531 2810 20543 6350 64.8965341564649 1.34857725100019 0.0207804202262757 8894 13018 12480 4834 5002 1895
"2269" "Susquehanna County" "PA" 1348 44 41716 40214 248 160 79 696 52014 1747 1613 18522 1337 41224 275 1392 5350 6800 7313 2796 495 1606 13134 3123 32.313740531211 1.05475117460926 0.0326409495548961 5784 8008 7693 2518 3363 1526
"2270" "Tioga County" "PA" 2160 86 41550 40007 238 224 28 517 50017 1977 1707 18203 1238 40773 199 1563 5461 6452 7087 2266 316 1802 13497 2271 51.985559566787 2.06979542719615 0.0398148148148148 5653 8337 7342 2499 3563 1872
"2271" "Carbon County" "PA" 3938 109 63987 59136 1097 288 20 2727 51236 3149 3172 29256 2420 62882 484 1904 8053 9987 11782 3799 410 2402 18497 7998 61.543751074437 1.70347101755044 0.0276790248857288 9056 12626 12806 5081 4826 2086
"2272" "Lawrence County" "PA" 5128 150 88231 81198 3106 400 49 1151 47188 7300 4716 39309 2730 85952 325 3059 12051 15886 14561 5291 1004 3693 30730 4804 58.1201618478766 1.70008273735988 0.0292511700468019 12351 17835 15784 5693 8535 3327
"2273" "Clearfield County" "PA" 5168 76 80539 75006 2005 464 138 2330 45188 5757 3284 33591 2990 74774 1999 2722 11463 13798 13533 3298 523 3429 24921 5133 64.1676703212108 0.943642210606042 0.0147058823529412 10684 14990 13587 5674 5836 1820
"2274" "Pike County" "PA" 1917 38 55687 45178 3158 674 64 5757 63417 2067 1660 24832 2113 55094 1507 1621 5452 6401 9370 4633 975 2505 13173 8740 34.4245515111247 0.68238547596387 0.0198226395409494 8549 10797 12534 3610 6575 3230
"2275" "Berks County" "PA" 29064 692 415500 304286 17000 5660 343 81398 59580 21948 25872 201177 15893 402326 15120 16733 54762 51467 64209 31853 6347 22492 155282 28348 69.9494584837545 1.66546329723225 0.0238095238095238 65353 94476 68180 22561 43700 17930
"2276" "Elk County" "PA" 1983 27 30781 30029 154 137 72 233 49876 1409 1055 15169 757 30350 76 1048 2846 5322 6002 1891 232 1287 12077 1241 64.4228582567168 0.877164484584646 0.0136157337367625 4281 6074 5672 2571 2833 1086
"2277" "Warren County" "PA" 1872 73 40345 39131 184 209 47 408 45781 2404 1670 18231 1101 39399 204 1581 5281 7527 7118 2171 279 1753 14756 1574 46.3998017102491 1.80939397694882 0.0389957264957265 5557 7937 7852 2912 3756 1356
"2278" "Westmoreland County" "PA" 23451 541 356835 335912 8249 3089 133 3903 56702 18377 13761 172844 8927 349635 1782 13784 36111 53313 63065 29386 6128 15043 126726 30367 65.7194501660431 1.51610688413412 0.0230693787045329 47281 66980 72390 28228 46745 20039
"2279" "Northumberland County" "PA" 6224 271 93038 86519 2283 323 151 2940 44534 5521 4303 41505 2224 88859 316 3312 12762 17727 16195 4706 653 3651 32836 4700 66.8973967626131 2.9127883230508 0.0435411311053985 12050 18476 13925 5235 6702 2875
"2280" "Northampton County" "PA" 20952 511 300941 234541 14093 8312 321 37343 65390 12467 13491 148278 9027 289773 8599 11675 26583 33899 46714 26666 6548 13211 111057 24555 69.6216201846874 1.69800725059065 0.0243890798014509 42757 61453 56296 19318 38279 16335
"2281" "Wyoming County" "PA" 975 35 27760 26585 187 101 16 497 55965 1208 1303 13053 900 27008 103 909 2810 3768 4758 1965 310 1196 9556 1957 35.1224783861671 1.26080691642651 0.0358974358974359 3863 5605 5018 1680 2431 1062
"2282" "Somerset County" "PA" 6012 146 75619 71527 1993 292 49 1077 46132 4299 2181 32886 2127 70517 389 2936 8935 12883 12934 3559 542 3073 24906 3944 79.5038284029146 1.93073169441542 0.0242847638057219 9463 13854 12465 4506 5819 2277
"2283" "Schuylkill County" "PA" 10361 300 144287 132324 3764 713 190 5536 47642 9295 6986 62886 4695 136941 1518 4839 17134 24884 24467 8319 1088 6170 46610 10646 71.8082710154068 2.07918939336184 0.0289547340990252 20511 28336 26496 10261 10914 4566
"2284" "Columbia County" "PA" 3789 99 66615 62230 1173 777 84 1722 48395 3228 2529 30035 1613 61879 734 2020 9821 11448 10588 3827 701 2322 24655 3112 56.8790812879982 1.48615176761991 0.0261282660332542 8096 11868 10342 3598 5961 2592
"2285" "Clinton County" "PA" 2376 44 39321 37473 541 277 37 560 47990 2307 1542 17572 1100 37308 260 1630 6431 6225 6181 2079 190 1721 13503 2090 60.4257267109178 1.11899493909107 0.0185185185185185 5297 8004 5923 2392 2852 1294
"2286" "Greene County" "PA" 2223 26 37338 34945 1172 131 36 551 50972 2720 1849 14775 892 33849 110 1131 5012 5766 5926 2422 370 1277 10632 2574 59.5372007070545 0.696341528737479 0.0116959064327485 4871 7183 6040 1956 3051 1326
"2287" "Clarion County" "PA" 2353 62 38747 37295 395 211 72 311 44373 2277 1256 17280 1217 37362 212 1529 6553 7284 6637 1729 275 1170 12829 2216 60.7272821121635 1.60012388055849 0.0263493412664683 4993 7296 5579 2223 3488 1657
"2288" "Huntingdon County" "PA" 3625 99 45686 41544 2297 235 30 849 46765 2618 1524 18540 1323 40426 370 1789 5517 7163 7466 2132 174 2103 12234 3959 79.345970319135 2.166965810095 0.0273103448275862 6104 8635 7565 2475 3395 1196
"2289" "Mifflin County" "PA" 4041 136 46452 44652 300 262 39 670 46286 3438 2182 20884 914 45541 217 1847 6133 8270 8373 2042 254 2381 15456 3032 86.9930250581245 2.92775337983295 0.0336550358822074 7025 10520 6716 2173 2744 927
"2290" "Crawford County" "PA" 5620 115 86847 82555 1622 342 44 1046 47179 5818 3858 38270 2435 83022 508 3459 12032 14838 15237 4174 853 4223 28985 4390 64.7115041394637 1.32416778933066 0.0204626334519573 12406 18464 13429 4323 7531 3450
"2291" "Adams County" "PA" 5952 125 101589 90912 1399 717 32 6891 62661 3230 4127 50561 2624 97347 2626 3944 8548 11825 17423 8086 1484 4666 36172 9743 58.5890204648141 1.23044817844452 0.0210013440860215 14957 20918 17668 5947 9072 5098
"2292" "Mercer County" "PA" 7059 196 113623 102613 6494 749 103 1583 47340 7505 5104 50193 3099 106187 835 4144 14521 19245 19164 6375 1021 4276 39353 4475 62.1265060771147 1.72500286033638 0.0277659725173537 15952 22842 18710 6710 11097 4824
"2293" "Indiana County" "PA" 4554 143 86551 81298 1873 941 172 1098 46306 4786 2255 38523 3276 80656 788 3437 13362 14962 13516 4711 841 3812 29534 4712 52.6163764716757 1.65220505828933 0.0314009661835749 10643 15795 12935 4793 7622 3533
"2294" "Erie County" "PA" 14366 300 277794 235528 18859 4462 671 11152 48192 19925 18212 126958 8828 265377 6752 10305 44492 46181 44273 16637 3286 15804 107672 7516 51.7145798685357 1.07993693168319 0.0208826395656411 40828 60540 45058 16230 33980 13513
"2295" "Beaver County" "PA" 10330 295 168161 150808 9933 782 66 2486 53981 10017 8516 81802 4885 165522 759 6672 17867 26281 29045 13165 1893 8630 61949 12464 61.4292255635968 1.75427120438152 0.0285575992255566 22366 33064 36404 14221 20085 7066
"2296" "Chester County" "PA" 25167 624 514652 412914 29271 25036 416 37264 92417 9999 16708 267812 13607 501816 27797 27927 34446 38148 62909 57834 29722 26459 188124 49400 48.9010049509183 1.21246978540839 0.0247943735844558 84595 119968 69468 21366 105643 51687
"2297" "Luzerne County" "PA" 20879 547 318222 266682 11071 3770 388 32188 49290 22426 19733 148463 11149 306391 10394 10575 46537 53278 50951 20536 3482 16825 120851 14277 65.6114284996009 1.71892578137275 0.026198572728579 43092 62416 62664 22034 32366 14547
"2298" "Union County" "PA" 3688 62 45056 38039 2792 783 231 2561 53768 1634 1171 18397 650 35804 850 1654 3639 5104 6317 2549 732 1846 13974 1845 81.8536931818182 1.37606534090909 0.0168112798264642 5442 7955 6885 2225 3907 1981
"2299" "Franklin County" "PA" 10801 278 153003 135632 5830 1502 296 8063 58267 6534 7519 72456 4373 150524 2767 7020 15643 19463 27526 11451 1662 6627 56418 9095 70.5933870577701 1.81695783742802 0.0257383575594852 23613 34785 25568 8726 13003 6745
"2300" "Forest County" "PA" 730 9 7388 4407 2277 53 13 516 37106 189 125 751 43 2864 78 87 404 808 579 77 9 38 460 149 98.8088792636708 1.21819166215485 0.0123287671232877 632 667 1090 235 272 129
"2301" "Juniata County" "PA" 1601 71 24448 23182 266 82 4 794 50571 957 627 11180 510 24125 274 1418 3155 3608 4256 1352 145 1308 7053 2938 65.4859293193717 2.90412303664921 0.0443472829481574 3626 5538 3090 1147 1497 767
"2302" "Jefferson County" "PA" 2312 63 44258 43075 244 114 106 368 45342 2944 1807 19833 974 43401 92 1958 6157 8035 8048 2113 256 1757 15072 2441 52.2391432057481 1.42347146278639 0.0272491349480969 6149 9382 7320 3109 3341 1228
"2303" "Bedford County" "PA" 3427 111 48891 47372 203 118 59 557 48703 2811 1492 22161 1381 48268 124 1816 6585 8178 8634 2606 248 2261 15902 3539 70.0947004561167 2.27035650733264 0.0323898453457835 6717 9906 7678 2814 2839 1536
"2304" "Venango County" "PA" 2933 64 52880 50808 454 196 18 574 46487 3452 2367 22971 1878 51619 169 1850 7032 9433 9287 2833 372 2787 18112 2405 55.4652042360061 1.21028744326778 0.0218206614387999 7116 10669 8987 3108 4359 1868
"2305" "Blair County" "PA" 9414 216 124736 118267 1840 849 22 1467 45664 8907 6130 56657 3107 121889 506 4562 18479 22930 21190 6324 1194 5386 46142 4764 75.4713955874808 1.7316572601334 0.0229445506692161 17280 25823 21435 7723 12370 4261
"2306" "Snyder County" "PA" 2358 58 40570 38611 326 297 24 884 54182 1690 1458 20054 759 38289 326 1916 4310 5280 6732 2062 502 1817 14283 2478 58.121764850875 1.42962780379591 0.0245971162001696 5840 8748 5645 2171 3022 1119
"2307" "Lebanon County" "PA" 10873 196 137616 114705 2512 1765 103 16795 57698 6776 6896 65970 4055 134152 2378 6726 14084 16918 24863 9573 1438 6290 51177 8062 79.0097081734682 1.42425299383793 0.0180263036880346 20906 31635 21716 6968 11992 5473
"2308" "Washington County" "PA" 11556 172 207661 192166 6122 1833 142 3258 59309 10683 8103 99129 6139 202577 1770 8892 19629 28709 32917 17753 4518 9447 71820 17489 55.6483884793004 0.828273002634101 0.0148840429214261 27952 41027 36712 14352 28447 11212
"2309" "Butler County" "PA" 11854 290 185984 176705 1670 2132 103 2593 66037 6924 5331 93194 4402 180426 1768 8790 15194 22212 30599 17861 4924 7218 67931 16260 63.7366655196146 1.55927391603579 0.0244643158427535 27275 38553 34141 13048 29117 12855
"2310" "Lackawanna County" "PA" 11343 308 211960 183656 5586 5290 146 14176 48380 14157 11684 97184 5596 203656 6385 7751 31419 36266 33493 13534 2614 10961 81237 7536 53.5148141158709 1.45310435931308 0.0271533104117077 29149 42867 38984 13256 25419 10891
"2311" "Montour County" "PA" 1443 38 18302 16857 326 566 2 465 56250 713 735 8662 399 17606 302 832 1851 2615 2991 1410 407 570 7188 633 78.8438422030379 2.07627581685062 0.0263340263340263 2410 3659 2472 900 2263 1087
"2312" "Perry County" "PA" 2243 61 45878 43934 398 166 71 809 60847 1783 1623 22983 1042 45187 355 2158 3791 5481 8350 3588 517 2887 14984 5782 48.8905357687781 1.32961332228955 0.0271957200178333 6665 9990 8189 2939 3666 1363
"2313" "York County" "PA" 28930 550 442216 372701 23061 6341 348 30643 61707 19864 22914 222038 12632 432306 7793 19539 44343 51790 75255 36367 6255 19615 165651 38755 65.420518479657 1.24373609276914 0.0190114068441065 67933 98841 76927 27245 47480 19201
"2314" "Lycoming County" "PA" 7464 183 115398 104712 5558 697 168 2204 50634 6938 5658 53885 3552 109487 1000 4959 15375 18327 19566 7080 1018 5146 44444 3979 64.6804970623408 1.58581604533874 0.0245176848874598 15768 23817 22605 8339 11549 4591
"2315" "Wayne County" "PA" 2467 36 51656 46992 1595 301 103 2144 52161 2433 1792 21209 1481 47941 496 1878 5323 7199 8691 2887 425 1762 14710 3791 47.7582468638687 0.696918073408704 0.0145926226185651 6171 8888 10037 2797 4717 2528
"2316" "Bradford County" "PA" 3634 63 61546 59141 353 365 37 881 50900 2956 2931 26598 1581 60656 245 2589 7430 9924 10387 3867 673 2348 20298 2922 59.045266954798 1.02362460598577 0.0173362685745735 9310 13577 10296 3827 5197 1989
"2317" "Bucks County" "PA" 36682 973 626486 531406 23975 28500 940 31398 82031 14741 20636 326994 18507 618095 19708 28471 37912 52984 86753 68524 27648 33722 225948 71322 58.5519867961934 1.55310733200742 0.0265252712502045 95444 132392 110733 34638 104639 51854
"2318" "McKean County" "PA" 2314 49 42070 39347 1035 183 54 883 45866 3100 2131 18316 1475 38887 318 1277 6738 7421 7320 2067 391 2099 14123 1883 55.0035654860946 1.16472545757072 0.0211754537597234 5767 8401 7420 2442 3277 1491
"2319" "Fayette County" "PA" 9110 183 133160 122632 5226 270 66 1442 41632 11585 8066 54222 4365 129203 750 4612 24348 26186 20126 6833 898 4593 40243 9186 68.4139381195554 1.37428657254431 0.0200878155872667 17789 25938 22132 8753 10311 3483
"2320" "Cambria County" "PA" 10214 340 135871 126378 4281 669 60 2096 44943 10246 6600 57361 4631 128554 749 5124 20115 25767 22989 7326 1072 5547 44097 7542 75.1742461599605 2.50237357493505 0.0332876444096338 18022 26277 24099 9402 12538 5437
"2321" "Monroe County" "PA" 7820 230 167306 113048 21807 3704 402 24980 61430 7204 8018 78341 7979 164869 5624 5072 18309 18260 24552 12259 2455 10678 47212 23294 46.7407026645787 1.3747265489582 0.0294117647058824 26070 34514 33289 9185 17826 7609
"2322" "Philadelphia County" "PA" 98479 2732 1569657 548312 648846 110513 2962 221777 40649 153052 169917 665765 85059 1526582 105719 48625 393924 291627 199054 80081 20518 252735 453290 166009 62.7391844205454 1.74050763956712 0.0277419551376436 218367 345589 235338 58296 166567 78460
"2323" "Allegheny County" "PA" 65114 1338 1229605 972003 156289 43385 1059 24076 56333 68711 61063 622670 39305 1196109 38121 50263 149568 196723 203364 104420 31932 109658 475024 95480 52.9552173258892 1.08815432598273 0.0205485763430291 156916 233319 227245 84237 207014 100056
"2324" "Lehigh County" "PA" 25758 612 360774 239931 19488 11785 345 82105 60116 19503 24181 174705 13250 351347 16730 13840 46596 45557 56826 27463 7393 20061 137848 21076 71.3964975303098 1.69635284139101 0.023759608665269 56024 82388 63970 22742 43443 20550
"2325" "Lancaster County" "PA" 34468 837 536494 443708 19261 11423 520 53792 61492 19545 22636 267348 13123 523009 11741 31842 54244 60986 88793 40758 8028 28080 211730 28502 64.2467576524621 1.56012928383169 0.0242833932923291 81965 128724 77509 25695 60405 25951
"2326" "Centre County" "PA" 10302 173 160646 137817 5839 9609 202 4559 56466 4441 3586 76433 3713 142864 9446 6274 26291 21469 21600 11659 2982 10733 63163 5383 64.1285808547988 1.07690200814213 0.0167928557561639 15800 24547 18545 7072 22186 12116
"2327" "Dauphin County" "PA" 16686 393 273329 183372 48258 10649 334 23315 57071 14761 19498 134706 8145 268653 10323 11014 35516 38048 48077 20449 4915 15757 111715 12211 61.0473092866106 1.43782767287774 0.0235526788924847 40378 61451 48463 15794 34904 14373
"2328" "Delaware County" "PA" 34717 1062 563384 382859 116489 30666 488 20099 69839 23820 33022 275010 19986 542641 25277 25458 56639 60240 74547 50783 19300 51331 196529 53535 61.6222682930293 1.88503755875211 0.0305902007661952 84634 125253 90950 27988 82534 41912
"2329" "Cumberland County" "PA" 12801 375 245801 213538 8656 9719 210 8698 65544 7310 8865 123566 5407 232176 7401 11824 18112 27982 41852 23133 4952 10882 101486 10889 52.0787140817165 1.52562438720754 0.0292945863604406 33704 50118 41100 14069 36349 17164
"2330" "Montgomery County" "PA" 44279 1299 818677 626927 72124 59943 665 39971 84791 20370 28319 427012 23595 797257 37952 43178 50942 70032 110850 90558 41365 52173 297894 86066 54.0860437022171 1.58670635671944 0.0293367058876668 126260 179099 124971 39287 154681 83838
"2331" "Union County" "SC" 1880 53 27772 18088 8585 0 33 376 37493 2271 2023 11655 932 27243 166 706 5258 6110 4373 921 160 1171 8395 2443 67.6940803687167 1.90839694656489 0.0281914893617021 3851 5927 5729 1940 1566 704
"2332" "Allendale County" "SC" 644 11 9402 2115 6912 0 45 288 23331 1069 901 2668 557 8262 106 267 2508 2261 800 224 0 339 1706 718 68.4960646670921 1.16996383748139 0.0170807453416149 1302 1804 1646 518 457 157
"2333" "Saluda County" "SC" 1196 31 20228 11709 5153 0 21 3116 41885 1183 1271 8421 608 19956 1574 903 4091 3379 2806 794 73 1323 5883 2074 59.1259640102828 1.53252916749061 0.0259197324414716 2780 4496 3686 1375 1554 599
"2334" "Calhoun County" "SC" 1006 26 14808 7938 6158 0 67 530 44010 981 1004 6362 440 14538 248 428 2659 2710 2473 821 146 533 4661 1233 67.9362506753106 1.7558076715289 0.025844930417495 2214 2987 3053 791 1260 490
"2335" "Lee County" "SC" 1469 44 17897 5841 11206 6 63 418 31963 1679 1788 6005 597 16302 38 388 4310 3852 2115 436 98 482 4661 960 82.0807956640778 2.45851259987707 0.0299523485364193 2678 3808 2929 784 979 368
"2336" "Colleton County" "SC" 2509 66 37581 21158 14294 13 256 1156 34996 3099 3330 15638 1649 36820 614 1466 8200 8724 4634 1512 264 2044 9479 5268 66.7624597535989 1.75620659375748 0.0263053009166999 6009 8592 7700 2732 2701 1015
"2337" "Fairfield County" "SC" 1690 58 22868 8552 12557 62 71 457 35551 1613 2201 8726 897 22555 284 270 4808 4693 3012 1032 141 973 6029 2093 73.9023963617282 2.53629525975162 0.0343195266272189 3208 4574 4290 1045 2103 522
"2338" "Dillon County" "SC" 3223 65 31073 14324 14431 100 632 830 30866 3435 3554 11332 1136 30636 483 1032 9381 6660 3399 839 47 2308 8733 1518 103.723489846491 2.09184822836546 0.0201675457648154 5483 8004 5181 1572 1574 547
"2339" "Williamsburg County" "SC" 2943 70 32256 10055 20938 152 89 751 30976 3563 3038 11370 1241 30446 351 577 8575 7206 4119 816 169 1162 7862 2616 91.2388392857143 2.17013888888889 0.0237852531430513 5080 6947 5991 1787 1910 712
"2340" "Darlington County" "SC" 6175 112 67572 37174 27512 288 222 1297 36217 6299 6847 26757 4018 65995 746 2009 14997 14402 9234 2734 491 2868 22145 2532 91.3840052092583 1.65749126857278 0.0181376518218623 10695 15418 12914 3872 5290 2054
"2341" "Berkeley County" "SC" 11341 122 204632 130979 48887 4616 759 12850 56697 8928 13013 93092 6378 200835 5929 10327 25648 24297 32978 13347 2546 9437 74139 16407 55.4214394620587 0.596192188904961 0.0107574287981659 33439 49664 47161 14543 20946 8296
"2342" "Spartanburg County" "SC" 25479 494 297732 204830 60568 6666 431 19315 47575 15798 20673 135522 8994 289304 10851 12032 45020 48785 45762 15690 2954 14485 114099 11347 85.5769618314457 1.65921029650827 0.0193885160328113 47897 69833 63802 21166 30238 12927
"2343" "Charleston County" "SC" 29418 353 387847 247681 107017 5153 511 19510 57882 15252 25178 195823 10957 375922 11176 17567 57569 54891 56851 30190 12117 18547 162148 17066 75.8494973533378 0.91015271485921 0.0119994561153036 49780 77714 72365 21715 72787 27045
"2344" "Barnwell County" "SC" 1880 39 21788 11146 9826 97 28 502 34035 2143 2371 8004 895 21335 124 691 5766 4735 2856 753 82 675 5406 1834 86.2860290067927 1.78997613365155 0.0207446808510638 3607 5378 4769 1695 1187 423
"2345" "Chesterfield County" "SC" 2968 70 46127 28026 14766 210 165 1935 38469 3865 3506 19051 1890 45571 1113 1397 10844 9432 7272 1435 164 1877 14619 2999 64.3440934810415 1.51754937455286 0.0235849056603774 7222 10467 7732 2177 2329 822
"2346" "Cherokee County" "SC" 3774 96 56549 41330 11241 356 58 2323 35286 4161 3739 21599 1821 55753 670 1748 12292 11125 7103 1931 321 1975 17570 2439 66.738580699924 1.69764275230331 0.0254372019077901 9527 13322 10073 2889 3656 1516
"2347" "Greenwood County" "SC" 5445 110 69981 42039 21811 648 29 4084 39196 4776 6554 29541 3167 67335 2298 2414 16297 13764 9625 2941 692 3066 22783 4249 77.8068332833198 1.57185521784484 0.0202020202020202 11300 16069 13779 5040 7105 2884
"2348" "Marion County" "SC" 2680 82 31765 12312 17969 211 160 859 31129 3362 4036 11778 1413 31374 564 900 8306 7363 3583 867 98 1912 7495 3277 84.3695891704706 2.58145757909649 0.0305970149253731 5301 7482 5768 1331 2431 963
"2349" "Aiken County" "SC" 11380 154 165707 110445 40529 1688 380 9116 47713 10181 11412 70753 7021 162950 4942 6739 27183 27627 25830 10584 1662 7341 56253 9436 68.6754331440434 0.929351204233979 0.0135325131810193 24726 36639 32992 9134 18831 8073
"2350" "York County" "SC" 19958 204 251664 179171 47594 4704 1570 12960 59394 9973 15120 121792 8603 247237 6546 12229 30418 32579 37557 20116 5287 11761 92566 19593 79.3041515671689 0.810604615678047 0.010221465076661 43140 62020 52750 16898 35168 13521
"2351" "Orangeburg County" "SC" 6730 168 89116 29650 54943 846 311 1869 34943 7157 8708 34712 3733 86368 1227 2086 20069 18319 11304 2984 422 3348 24185 7754 75.5195475559944 1.88518335652408 0.024962852897474 13671 19989 18872 7522 7166 3619
"2352" "Lexington County" "SC" 22147 323 281870 212989 40626 4733 708 16394 57482 13740 16956 136891 8661 278169 9209 13863 35665 36604 47631 20720 4296 12250 109932 16922 78.5716819810551 1.14591833114556 0.014584368085971 45637 66465 58503 17532 37529 15619
"2353" "McCormick County" "SC" 596 11 9694 4771 4605 35 16 85 40622 827 691 2720 490 8445 21 102 1696 1991 1669 330 87 190 1924 459 61.4813286569012 1.13472250876831 0.0184563758389262 831 1228 2323 686 1073 360
"2354" "Bamberg County" "SC" 1142 43 14842 5280 9134 63 8 288 32330 1213 1194 5592 386 13891 154 358 3406 3193 1613 718 63 664 3805 1171 76.9438081121143 2.89718366796928 0.0376532399299475 2148 3001 2769 1239 1245 556
"2355" "Newberry County" "SC" 3491 77 37914 22674 11972 74 130 2773 39600 2461 3250 16259 1437 36705 1300 1161 7282 7533 5208 1921 231 1178 12293 2730 92.0768054016986 2.03091206414517 0.0220567172729877 5642 8397 6696 2385 3004 1086
"2356" "Clarendon County" "SC" 2264 81 34156 16182 16504 86 32 1024 35838 3567 2833 11777 1608 32455 389 810 7551 7522 4566 1279 206 1455 8574 2180 66.2841082093922 2.37147206932896 0.0357773851590106 4828 6902 6628 1940 2357 991
"2357" "Edgefield County" "SC" 1963 27 26620 15040 9696 106 74 1505 47500 1523 1802 10410 816 23978 798 564 3715 3906 3245 1712 191 1387 8111 1565 73.7415477084899 1.01427498121713 0.0137544574630667 3991 5017 5030 1460 2372 971
"2358" "Jasper County" "SC" 1654 28 27465 11418 11905 204 20 3637 39740 1812 2603 12055 1437 26926 1905 940 6084 4884 3819 882 130 2318 7767 3274 60.2221008556344 1.01947933733843 0.0169286577992745 4057 5852 5572 1339 1894 711
"2359" "Horry County" "SC" 25959 386 310186 239238 41901 3782 1295 18578 46475 16814 17970 138429 10588 305835 11508 9849 51863 53562 53272 15314 3020 12114 115719 10847 83.6884965794717 1.24441464153766 0.0148696020647945 39744 58962 75939 22395 34246 13462
